x,y
[0.43078695],[0.62806559]
[0.45180095],[0.65324366]
[0.47281495],[0.73359904]
[0.49382895],[0.60779384]
[0.53585694],[0.68519965]
[0.55687094],[0.71075564]
[0.57788494],[0.68234449]
[0.59889893],[0.71636411]
[0.61991293],[0.8242135]
[0.64092693],[0.6290001]
[0.66194093],[0.78343954]
[0.68295492],[0.73806461]
[0.70396892],[0.719821]
[0.72498292],[0.76489846]
[0.74599692],[0.7391443]
[0.76701092],[0.71028226]
[0.8930949],[0.75995037]
[0.9141089],[0.78331941]
[0.9351229],[0.74755422]
[0.95613689],[0.82770318]
[0.97715089],[0.80515017]
[0.99816489],[0.83069527]
[1.01917889],[0.75192591]
[1.04019289],[0.82617174]
[1.06120688],[0.7874506]
[1.10323488],[0.74207336]
[1.12424888],[0.86558968]
[1.14526287],[0.83754888]
[1.18729087],[0.84058682]
[1.20830487],[0.85435072]
[1.22931886],[0.88313487]
[1.25033286],[0.90329039]
[1.27134686],[0.89185961]
[1.29236086],[0.82328913]
[1.31337486],[0.86539098]
[1.33438885],[0.81799448]
[1.37641685],[0.86976277]
[1.39743085],[0.89589563]
[1.43945884],[0.8594468]
[1.46047284],[0.83820424]
[1.50250083],[0.81131613]
[1.52351483],[0.88091041]
[1.54452883],[0.86186187]
[1.56554283],[0.91577539]
[1.58655683],[0.84071628]
[1.60757082],[0.82761649]
[1.62858482],[0.93632835]
[1.64959882],[0.91894145]
[1.67061282],[0.96517016]
[1.69162681],[0.92685226]
[1.71264081],[0.9089966]
[1.73365481],[0.86459047]
[1.75466881],[0.78602278]
[1.7756828],[0.8433294]
[1.8177108],[0.85048031]
[1.8387248],[0.79905736]
[1.85973879],[0.97769192]
[1.88075279],[0.81422558]
[1.90176679],[0.92510507]
[1.94379479],[0.85766616]
[1.98582278],[0.77626243]
[2.00683678],[0.77679901]
[2.02785078],[0.86364093]
[2.04886477],[0.92685078]
[2.06987877],[0.86683121]
[2.09089277],[0.81155838]
[2.11190677],[0.85905555]
[2.17494876],[0.75180081]
[2.19596276],[0.78399717]
[2.21697676],[0.81287426]
[2.23799075],[0.78684281]
[2.28001875],[0.74734756]
[2.30103275],[0.76667538]
[2.32204674],[0.75431197]
[2.34306074],[0.7401468]
[2.36407474],[0.83284379]
[2.38508874],[0.82159736]
[2.40610273],[0.74635698]
[2.42711673],[0.75584328]
[2.44813073],[0.71219751]
[2.46914473],[0.67822228]
[2.49015873],[0.69250657]
[2.51117272],[0.70306409]
[2.55320072],[0.71821961]
[2.57421472],[0.69332455]
[2.61624271],[0.68288485]
[2.63725671],[0.64755895]
[2.6792847],[0.62042445]
[2.7002987],[0.63776499]
[2.7213127],[0.5848572]
[2.7423267],[0.58316848]
[2.7633407],[0.5869015]
[2.78435469],[0.60494632]
[2.80536869],[0.57951743]
[2.82638269],[0.62108295]
[2.84739669],[0.54937172]
[2.86841068],[0.55442661]
[2.91043868],[0.54431494]
[2.93145268],[0.58018636]
[2.95246667],[0.56366798]
[2.97348067],[0.53000195]
[2.99449467],[0.56669969]
[3.01550867],[0.54511331]
[3.05753666],[0.51134061]
[3.07855066],[0.4514757]
[3.09956466],[0.47904379]
