x,y
[0.85106691],[0.7988843]
[0.8720809],[0.79314613]
[0.9141089],[0.78331941]
[0.9351229],[0.74755422]
[0.95613689],[0.82770318]
[0.99816489],[0.83069527]
[1.01917889],[0.75192591]
[1.04019289],[0.82617174]
[1.06120688],[0.7874506]
[1.08222088],[0.77682969]
[1.10323488],[0.74207336]
[1.14526287],[0.83754888]
[1.16627687],[0.89678888]
[1.18729087],[0.84058682]
[1.20830487],[0.85435072]
[1.22931886],[0.88313487]
[1.25033286],[0.90329039]
[1.27134686],[0.89185961]
[1.31337486],[0.86539098]
[1.33438885],[0.81799448]
[1.35540285],[0.91477541]
[1.39743085],[0.89589563]
[1.41844484],[1.]
[1.46047284],[0.83820424]
[1.48148684],[0.91136326]
[1.52351483],[0.88091041]
[1.54452883],[0.86186187]
[1.56554283],[0.91577539]
[1.58655683],[0.84071628]
[1.62858482],[0.93632835]
[1.64959882],[0.91894145]
[1.69162681],[0.92685226]
[1.73365481],[0.86459047]
[1.7966968],[0.80183234]
[1.8177108],[0.85048031]
[1.90176679],[0.92510507]
[1.92278079],[0.85572877]
[1.94379479],[0.85766616]
[1.96480878],[0.93412796]
[1.98582278],[0.77626243]
[2.00683678],[0.77679901]
[2.02785078],[0.86364093]
[2.04886477],[0.92685078]
[2.06987877],[0.86683121]
[2.13292076],[0.84191885]
[2.15393476],[0.85628891]
[2.17494876],[0.75180081]
[2.19596276],[0.78399717]
[2.21697676],[0.81287426]
[2.23799075],[0.78684281]
[2.25900475],[0.78942251]
[2.28001875],[0.74734756]
[2.30103275],[0.76667538]
[2.32204674],[0.75431197]
[2.34306074],[0.7401468]
[2.36407474],[0.83284379]
[2.38508874],[0.82159736]
[2.40610273],[0.74635698]
[2.42711673],[0.75584328]
[2.46914473],[0.67822228]
[2.49015873],[0.69250657]
[2.51117272],[0.70306409]
[2.53218672],[0.7493077]
[2.55320072],[0.71821961]
[2.57421472],[0.69332455]
[2.59522871],[0.70238191]
[2.61624271],[0.68288485]
[2.63725671],[0.64755895]
[2.65827071],[0.69064834]
[2.6792847],[0.62042445]
[2.7213127],[0.5848572]
[2.7423267],[0.58316848]
[2.78435469],[0.60494632]
[2.80536869],[0.57951743]
[2.82638269],[0.62108295]
[2.84739669],[0.54937172]
[2.88942468],[0.56038498]
[2.91043868],[0.54431494]
[2.95246667],[0.56366798]
[2.97348067],[0.53000195]
[2.99449467],[0.56669969]
[3.01550867],[0.54511331]
[3.03652267],[0.49225956]
[3.07855066],[0.4514757]
[3.12057866],[0.41248251]
[3.14159265],[0.4979875]
