x,y
[2.80536869],[0.71011598]
[2.82638269],[0.73816356]
[2.86841068],[0.75472165]
[2.88942468],[0.76438456]
[2.91043868],[0.79986262]
[2.93145268],[0.80639404]
[2.99449467],[0.85820906]
[3.01550867],[0.88030409]
[3.03652267],[0.89209702]
[3.05753666],[0.91292239]
[3.09956466],[0.95612746]
[3.12057866],[0.97503166]
[3.14159265],[1.]
