x,y
[2.21697676],[0.39512918]
[2.23799075],[0.41364957]
[2.28001875],[0.42703375]
[2.30103275],[0.4337617]
[2.32204674],[0.44305836]
[2.34306074],[0.45391078]
[2.36407474],[0.47182403]
[2.38508874],[0.4756328]
[2.40610273],[0.48652335]
[2.42711673],[0.49046741]
[2.44813073],[0.49748963]
[2.46914473],[0.51868777]
[2.49015873],[0.52848216]
[2.51117272],[0.53885466]
[2.55320072],[0.55873967]
[2.57421472],[0.57482357]
[2.61624271],[0.58967711]
[2.63725671],[0.61617515]
[2.6792847],[0.62659381]
[2.7002987],[0.64338339]
[2.7213127],[0.65623869]
[2.7423267],[0.67520211]
[2.7633407],[0.69075169]
[2.78435469],[0.70320859]
[2.80536869],[0.72383936]
[2.82638269],[0.7335521]
[2.84739669],[0.75806642]
[2.86841068],[0.77041792]
[2.91043868],[0.80488494]
[2.93145268],[0.81837632]
[2.95246667],[0.83046246]
[2.97348067],[0.84950729]
[2.99449467],[0.87466717]
[3.01550867],[0.88509088]
[3.05753666],[0.9282023]
[3.07855066],[0.942145]
[3.09956466],[0.95790202]
