x,y
[-1.27134686],[0.46304267]
[-1.25033286],[0.46595549]
[-1.22931886],[0.46972033]
[-1.20830487],[0.46993348]
[-1.18729087],[0.47141048]
[-1.14526287],[0.47393293]
[-1.12424888],[0.474999]
[-1.10323488],[0.47859672]
[-1.06120688],[0.48088835]
[-1.01917889],[0.48296455]
[-0.99816489],[0.48391477]
[-0.97715089],[0.4799298]
[-0.95613689],[0.48374634]
[-0.9351229],[0.48345073]
[-0.9141089],[0.48339315]
[-0.8930949],[0.48841763]
[-0.8720809],[0.48670297]
[-0.85106691],[0.48783121]
[-0.80903891],[0.4880803]
[-0.78802491],[0.48985743]
[-0.76701092],[0.49074357]
[-0.74599692],[0.49016912]
[-0.72498292],[0.49281884]
[-0.70396892],[0.49325136]
[-0.68295492],[0.49104]
[-0.66194093],[0.4912843]
[-0.64092693],[0.49374492]
[-0.61991293],[0.49004403]
[-0.59889893],[0.49587014]
[-0.53585694],[0.49482006]
[-0.51484294],[0.49546433]
[-0.49382895],[0.49597797]
[-0.47281495],[0.4933764]
[-0.43078695],[0.49717119]
[-0.40977295],[0.49562942]
[-0.38875896],[0.49739816]
[-0.36774496],[0.49573079]
[-0.34673096],[0.49798813]
[-0.32571696],[0.49908975]
[-0.28368897],[0.50065061]
[-0.26267497],[0.49787647]
[-0.22064698],[0.50165813]
[-0.19963298],[0.49570268]
[-0.17861898],[0.49711023]
[-0.15760498],[0.5027479]
[-0.13659098],[0.49873928]
[-0.11557699],[0.4967684]
[-0.09456299],[0.50036309]
[-0.07354899],[0.49639276]
[-0.05253499],[0.49801599]
[-0.031521],[0.49877992]
[-0.010507],[0.49594723]
[0.031521],[0.49999984]
[0.05253499],[0.49766571]
[0.09456299],[0.49965203]
[0.11557699],[0.49944746]
[0.15760498],[0.49900714]
[0.17861898],[0.49930788]
[0.19963298],[0.49683311]
[0.22064698],[0.49966659]
[0.24166097],[0.4975304]
[0.28368897],[0.50086178]
[0.30470297],[0.49740908]
[0.32571696],[0.49654652]
[0.34673096],[0.49920681]
[0.36774496],[0.49934387]
[0.38875896],[0.50047176]
[0.40977295],[0.50002074]
[0.43078695],[0.49910178]
[0.47281495],[0.49880538]
[0.49382895],[0.49926932]
[0.51484294],[0.49674338]
[0.53585694],[0.4979645]
[0.55687094],[0.5032742]
[0.57788494],[0.50250592]
[0.59889893],[0.50052607]
[0.61991293],[0.50445147]
[0.64092693],[0.50309998]
[0.66194093],[0.50373074]
[0.68295492],[0.50618808]
[0.70396892],[0.5041554]
[0.72498292],[0.5035673]
[0.74599692],[0.50628491]
[0.76701092],[0.50608044]
[0.78802491],[0.50537191]
[0.80903891],[0.50643074]
[0.83005291],[0.50756127]
[0.85106691],[0.50893064]
[0.8720809],[0.51072328]
[0.8930949],[0.50894264]
[0.9141089],[0.5143718]
[0.9351229],[0.50967763]
[0.95613689],[0.51014699]
[0.97715089],[0.51148006]
[0.99816489],[0.51617651]
[1.01917889],[0.51471494]
[1.08222088],[0.51915453]
[1.12424888],[0.51984444]
[1.16627687],[0.52285252]
[1.18729087],[0.52743847]
[1.22931886],[0.52708948]
[1.27134686],[0.52889976]
[1.29236086],[0.53331338]
[1.33438885],[0.5360706]
[1.35540285],[0.53633076]
[1.37641685],[0.53780754]
[1.41844484],[0.54423336]
[1.43945884],[0.54516208]
[1.48148684],[0.550372]
[1.50250083],[0.55411673]
[1.52351483],[0.55585538]
[1.54452883],[0.55864707]
[1.56554283],[0.56239022]
[1.58655683],[0.56269042]
[1.60757082],[0.56485956]
[1.64959882],[0.57058579]
[1.67061282],[0.57189716]
[1.69162681],[0.57429334]
[1.71264081],[0.57848387]
[1.73365481],[0.58047459]
[1.75466881],[0.58434412]
[1.7756828],[0.58578165]
[1.7966968],[0.58696352]
[1.8387248],[0.59548795]
[1.85973879],[0.60087332]
[1.88075279],[0.60550301]
[1.92278079],[0.6113226]
[1.96480878],[0.61971876]
[1.98582278],[0.62347412]
[2.00683678],[0.63121358]
[2.02785078],[0.62954061]
[2.04886477],[0.63326025]
[2.06987877],[0.63818261]
[2.09089277],[0.64445396]
[2.11190677],[0.65036804]
[2.13292076],[0.65476609]
[2.15393476],[0.65900056]
[2.17494876],[0.66510067]
[2.19596276],[0.6665124]
[2.23799075],[0.67721206]
[2.25900475],[0.68441052]
[2.32204674],[0.69986511]
[2.36407474],[0.7122031]
[2.42711673],[0.72626297]
[2.44813073],[0.73436316]
[2.51117272],[0.75227649]
[2.53218672],[0.75958365]
[2.55320072],[0.76313925]
[2.59522871],[0.77846492]
[2.61624271],[0.79056074]
[2.65827071],[0.80241837]
[2.6792847],[0.80726643]
[2.7002987],[0.81423883]
[2.7423267],[0.83062688]
[2.7633407],[0.83769894]
[2.78435469],[0.84641149]
[2.80536869],[0.85447412]
[2.82638269],[0.86155259]
[2.86841068],[0.87859465]
[2.88942468],[0.88494493]
[2.91043868],[0.89291944]
[2.93145268],[0.9042669]
[2.99449467],[0.92882903]
[3.01550867],[0.94022268]
[3.03652267],[0.95019131]
[3.05753666],[0.95934521]
[3.09956466],[0.97992382]
[3.12057866],[0.99009734]
[3.14159265],[1.]
