x,y
[0.74599692],[0.79536533]
[0.76701092],[0.86559956]
[0.78802491],[0.83594583]
[0.80903891],[0.84638073]
[0.83005291],[0.7401187]
[0.85106691],[0.86273763]
[0.8720809],[0.66720895]
[0.8930949],[0.80135256]
[0.9141089],[0.71158223]
[0.9351229],[0.84439258]
[0.97715089],[0.7485531]
[0.99816489],[0.85095939]
[1.04019289],[0.7703443]
[1.06120688],[0.85102973]
[1.08222088],[0.89960422]
[1.10323488],[0.84023229]
[1.12424888],[0.86932033]
[1.14526287],[0.87870902]
[1.16627687],[0.79799003]
[1.18729087],[0.8355747]
[1.20830487],[0.87049928]
[1.25033286],[0.78903503]
[1.29236086],[0.88199559]
[1.31337486],[0.86681237]
[1.35540285],[0.82254362]
[1.37641685],[0.90914611]
[1.39743085],[0.87016076]
[1.41844484],[0.88795279]
[1.43945884],[0.83985921]
[1.46047284],[0.88665262]
[1.48148684],[0.94787465]
[1.50250083],[0.8927349]
[1.56554283],[0.89897909]
[1.58655683],[0.9225852]
[1.60757082],[0.83752895]
[1.62858482],[0.9041224]
[1.64959882],[1.]
[1.67061282],[0.8286131]
[1.69162681],[0.89725572]
[1.71264081],[0.84752404]
[1.73365481],[0.9200731]
[1.75466881],[0.949466]
[1.7756828],[0.77086238]
[1.7966968],[0.88991586]
[1.8177108],[0.82059341]
[1.8387248],[0.96159446]
[1.85973879],[0.9252556]
[1.88075279],[0.88511935]
[1.90176679],[0.7944186]
[1.92278079],[0.8508964]
[1.94379479],[0.88992075]
[1.96480878],[0.87133175]
[2.00683678],[0.81404134]
[2.06987877],[0.82512343]
[2.09089277],[0.83238552]
[2.11190677],[0.82471063]
[2.13292076],[0.79531527]
[2.15393476],[0.83903701]
[2.21697676],[0.79443304]
[2.23799075],[0.83651307]
[2.25900475],[0.75840068]
[2.28001875],[0.79026558]
[2.30103275],[0.71304763]
[2.34306074],[0.74541809]
[2.36407474],[0.78744426]
[2.38508874],[0.75225505]
[2.40610273],[0.72558561]
[2.42711673],[0.75993725]
[2.44813073],[0.74690658]
[2.46914473],[0.76058717]
[2.49015873],[0.6837278]
[2.53218672],[0.69963311]
[2.57421472],[0.74411348]
[2.59522871],[0.73668316]
[2.61624271],[0.73445238]
[2.63725671],[0.64457874]
[2.65827071],[0.66909347]
[2.7002987],[0.70221462]
[2.7213127],[0.58622148]
[2.7633407],[0.63760596]
[2.78435469],[0.55629649]
[2.84739669],[0.55549162]
[2.86841068],[0.56554312]
[2.88942468],[0.53143288]
[2.91043868],[0.56631619]
[2.93145268],[0.54817414]
[2.95246667],[0.54170227]
[2.97348067],[0.54550469]
[2.99449467],[0.42021086]
[3.03652267],[0.60243764]
[3.05753666],[0.47237503]
[3.07855066],[0.51492823]
[3.09956466],[0.47829866]
[3.12057866],[0.43792095]
[3.14159265],[0.62353187]
