x,y
[0.61991293],[0.72682434]
[0.66194093],[0.7356938]
[0.70396892],[0.68048082]
[0.72498292],[0.78563111]
[0.74599692],[0.79536533]
[0.76701092],[0.86559956]
[0.78802491],[0.83594583]
[0.80903891],[0.84638073]
[0.83005291],[0.7401187]
[0.85106691],[0.86273763]
[0.8720809],[0.66720895]
[0.9141089],[0.71158223]
[0.9351229],[0.84439258]
[0.95613689],[0.87234846]
[0.99816489],[0.85095939]
[1.01917889],[0.82565305]
[1.04019289],[0.7703443]
[1.06120688],[0.85102973]
[1.08222088],[0.89960422]
[1.10323488],[0.84023229]
[1.14526287],[0.87870902]
[1.16627687],[0.79799003]
[1.18729087],[0.8355747]
[1.20830487],[0.87049928]
[1.22931886],[0.88990192]
[1.25033286],[0.78903503]
[1.27134686],[0.81638935]
[1.31337486],[0.86681237]
[1.33438885],[0.89292102]
[1.35540285],[0.82254362]
[1.39743085],[0.87016076]
[1.41844484],[0.88795279]
[1.46047284],[0.88665262]
[1.48148684],[0.94787465]
[1.52351483],[0.96629569]
[1.54452883],[0.88168221]
[1.56554283],[0.89897909]
[1.58655683],[0.9225852]
[1.62858482],[0.9041224]
[1.64959882],[1.]
[1.69162681],[0.89725572]
[1.73365481],[0.9200731]
[1.7966968],[0.88991586]
[1.8177108],[0.82059341]
[1.90176679],[0.7944186]
[1.92278079],[0.8508964]
[1.94379479],[0.88992075]
[1.96480878],[0.87133175]
[1.98582278],[0.81869777]
[2.00683678],[0.81404134]
[2.02785078],[0.80317168]
[2.04886477],[0.81995891]
[2.06987877],[0.82512343]
[2.13292076],[0.79531527]
[2.15393476],[0.83903701]
[2.17494876],[0.79141069]
[2.19596276],[0.86652054]
[2.21697676],[0.79443304]
[2.23799075],[0.83651307]
[2.25900475],[0.75840068]
[2.28001875],[0.79026558]
[2.30103275],[0.71304763]
[2.32204674],[0.79396781]
[2.34306074],[0.74541809]
[2.36407474],[0.78744426]
[2.38508874],[0.75225505]
[2.40610273],[0.72558561]
[2.42711673],[0.75993725]
[2.46914473],[0.76058717]
[2.49015873],[0.6837278]
[2.51117272],[0.68400577]
[2.53218672],[0.69963311]
[2.55320072],[0.74467754]
[2.57421472],[0.74411348]
[2.59522871],[0.73668316]
[2.61624271],[0.73445238]
[2.63725671],[0.64457874]
[2.65827071],[0.66909347]
[2.6792847],[0.61129221]
[2.7213127],[0.58622148]
[2.7423267],[0.56203996]
[2.78435469],[0.55629649]
[2.80536869],[0.55286718]
[2.82638269],[0.5767547]
[2.84739669],[0.55549162]
[2.88942468],[0.53143288]
[2.91043868],[0.56631619]
[2.95246667],[0.54170227]
[2.97348067],[0.54550469]
[2.99449467],[0.42021086]
[3.01550867],[0.52679999]
[3.03652267],[0.60243764]
[3.07855066],[0.51492823]
[3.12057866],[0.43792095]
[3.14159265],[0.62353187]
