x,y
[0.38875896],[0.16895882]
[0.40977295],[0.17838417]
[0.43078695],[0.1553271]
[0.45180095],[0.16334235]
[0.47281495],[0.13909564]
[0.49382895],[0.16910918]
[0.51484294],[0.17289988]
[0.55687094],[0.2081733]
[0.57788494],[0.23283466]
[0.59889893],[0.15791949]
[0.61991293],[0.23615882]
[0.66194093],[0.1956957]
[0.70396892],[0.24768016]
[0.72498292],[0.24414328]
[0.74599692],[0.17222812]
[0.76701092],[0.2221137]
[0.78802491],[0.27225789]
[0.80903891],[0.2909939]
[0.83005291],[0.28919737]
[0.85106691],[0.31361768]
[0.8720809],[0.27898074]
[0.9141089],[0.34213436]
[0.9351229],[0.311584]
[0.95613689],[0.29424117]
[0.99816489],[0.25146544]
[1.01917889],[0.28725875]
[1.04019289],[0.36250629]
[1.06120688],[0.3190614]
[1.08222088],[0.34370762]
[1.10323488],[0.40201297]
[1.14526287],[0.4217026]
[1.16627687],[0.40948754]
[1.18729087],[0.35081673]
[1.20830487],[0.43474792]
[1.22931886],[0.39140025]
[1.25033286],[0.39690706]
[1.27134686],[0.43268081]
[1.31337486],[0.40711533]
[1.33438885],[0.42460969]
[1.35540285],[0.46186432]
[1.39743085],[0.40007974]
[1.41844484],[0.43086789]
[1.46047284],[0.5327537]
[1.48148684],[0.49724899]
[1.52351483],[0.53081243]
[1.54452883],[0.45557403]
[1.56554283],[0.52725427]
[1.58655683],[0.46905006]
[1.62858482],[0.56976263]
[1.64959882],[0.48041209]
[1.69162681],[0.60642313]
[1.73365481],[0.55970235]
[1.7966968],[0.53030637]
[1.8177108],[0.52693222]
[1.90176679],[0.62711062]
[1.92278079],[0.59043326]
[1.94379479],[0.60240417]
[1.96480878],[0.59381498]
[1.98582278],[0.62229321]
[2.00683678],[0.6179048]
[2.02785078],[0.63478359]
[2.04886477],[0.63592766]
[2.06987877],[0.67862446]
[2.13292076],[0.70927757]
[2.15393476],[0.64876739]
[2.17494876],[0.66349344]
[2.19596276],[0.73734442]
[2.21697676],[0.66535797]
[2.23799075],[0.75733393]
[2.25900475],[0.67683245]
[2.28001875],[0.75459334]
[2.30103275],[0.74809823]
[2.32204674],[0.70502518]
[2.34306074],[0.7375419]
[2.36407474],[0.73510988]
[2.38508874],[0.7846258]
[2.40610273],[0.7791638]
[2.42711673],[0.72994865]
[2.46914473],[0.74251631]
[2.49015873],[0.78195119]
[2.51117272],[0.75665835]
[2.53218672],[0.74356994]
[2.55320072],[0.78822205]
[2.57421472],[0.76147581]
[2.59522871],[0.81934655]
[2.61624271],[0.78502976]
[2.63725671],[0.78481619]
[2.65827071],[0.83465077]
[2.6792847],[0.78577425]
[2.7213127],[0.86453542]
[2.7423267],[0.87403833]
[2.78435469],[0.88232455]
[2.80536869],[0.89208679]
[2.82638269],[0.86730622]
[2.84739669],[0.8982808]
[2.88942468],[0.86780918]
[2.91043868],[0.9105921]
[2.95246667],[0.92916462]
[2.97348067],[0.97596613]
[2.99449467],[0.93071625]
[3.01550867],[0.91399516]
[3.03652267],[0.99034709]
[3.07855066],[0.98389652]
[3.12057866],[0.976931]
[3.14159265],[0.9823155]
