x,y
[-1.39743085],[0.4007839]
[-1.37641685],[0.39765777]
[-1.35540285],[0.40974777]
[-1.33438885],[0.38150985]
[-1.27134686],[0.36184928]
[-1.25033286],[0.46935208]
[-1.20830487],[0.38090083]
[-1.18729087],[0.43061326]
[-1.16627687],[0.3851444]
[-1.14526287],[0.37230844]
[-1.12424888],[0.41911043]
[-1.10323488],[0.33529178]
[-1.08222088],[0.30701228]
[-1.04019289],[0.3540656]
[-1.01917889],[0.30501254]
[-0.95613689],[0.33574962]
[-0.8930949],[0.30981568]
[-0.8720809],[0.31530197]
[-0.85106691],[0.30822505]
[-0.83005291],[0.26322542]
[-0.80903891],[0.32004456]
[-0.78802491],[0.25035021]
[-0.76701092],[0.2763106]
[-0.74599692],[0.29036485]
[-0.72498292],[0.27225291]
[-0.70396892],[0.23677964]
[-0.68295492],[0.30524178]
[-0.66194093],[0.1996686]
[-0.64092693],[0.21828623]
[-0.61991293],[0.21005887]
[-0.57788494],[0.26349425]
[-0.55687094],[0.21066139]
[-0.53585694],[0.18314566]
[-0.51484294],[0.22746638]
[-0.49382895],[0.20621818]
[-0.47281495],[0.12906559]
[-0.45180095],[0.1422829]
[-0.43078695],[0.16342181]
[-0.36774496],[0.09729063]
[-0.30470297],[0.14478033]
[-0.28368897],[0.16783849]
[-0.26267497],[0.0814185]
[-0.24166097],[0.14782919]
[-0.22064698],[0.08622464]
[-0.19963298],[0.07304366]
[-0.17861898],[0.08035064]
[-0.15760498],[0.08766108]
[-0.13659098],[0.11108599]
[-0.11557699],[0.04563161]
[-0.07354899],[0.09090137]
[-0.05253499],[0.08226275]
[-0.031521],[0.01503812]
[0.010507],[0.06222366]
[0.05253499],[0.06835903]
[0.07354899],[0.01729393]
[0.09456299],[0.0500335]
[0.11557699],[0.05941851]
[0.13659098],[0.10520037]
[0.15760498],[0.10325052]
[0.17861898],[0.12087348]
[0.19963298],[0.08582198]
[0.26267497],[0.10671201]
[0.28368897],[0.15409284]
[0.30470297],[0.13349934]
[0.32571696],[0.18153885]
[0.36774496],[0.11035899]
[0.38875896],[0.15096224]
[0.43078695],[0.14732183]
[0.45180095],[0.19969851]
[0.47281495],[0.15440094]
[0.49382895],[0.24694761]
[0.53585694],[0.20393279]
[0.55687094],[0.21932538]
[0.57788494],[0.18934966]
[0.59889893],[0.1761984]
[0.61991293],[0.21381606]
[0.64092693],[0.2390622]
[0.66194093],[0.28831882]
[0.68295492],[0.24748052]
[0.70396892],[0.20555218]
[0.72498292],[0.2542653]
[0.74599692],[0.24477308]
[0.76701092],[0.29094961]
[0.8930949],[0.25431786]
[0.9141089],[0.29542851]
[0.9351229],[0.24823857]
[0.95613689],[0.26685736]
[0.97715089],[0.33092747]
[0.99816489],[0.33160405]
[1.01917889],[0.39381163]
[1.04019289],[0.36791033]
[1.06120688],[0.33748595]
[1.10323488],[0.35032194]
[1.12424888],[0.36818872]
[1.14526287],[0.38768176]
[1.18729087],[0.38245496]
[1.20830487],[0.36632371]
[1.22931886],[0.41710749]
[1.25033286],[0.44290977]
[1.27134686],[0.39070947]
[1.29236086],[0.43075255]
[1.31337486],[0.4144909]
[1.33438885],[0.43687715]
[1.37641685],[0.43535332]
[1.39743085],[0.42074984]
[1.43945884],[0.45875956]
[1.46047284],[0.4608885]
[1.50250083],[0.45965045]
[1.52351483],[0.47228243]
[1.54452883],[0.52921596]
[1.56554283],[0.50144467]
[1.58655683],[0.50364934]
[1.60757082],[0.52292523]
[1.62858482],[0.53619255]
[1.64959882],[0.52321537]
[1.67061282],[0.49980663]
[1.69162681],[0.55867836]
[1.71264081],[0.56265589]
[1.73365481],[0.59808588]
[1.75466881],[0.5784742]
[1.7756828],[0.51290493]
[1.8177108],[0.51679436]
[1.8387248],[0.58418163]
[1.85973879],[0.63035818]
[1.88075279],[0.6245297]
[1.90176679],[0.6095909]
[1.94379479],[0.58444689]
[1.98582278],[0.5983238]
[2.00683678],[0.63518485]
[2.02785078],[0.61808678]
[2.04886477],[0.60698569]
[2.06987877],[0.6556301]
[2.09089277],[0.6040128]
[2.11190677],[0.68264209]
[2.17494876],[0.67119599]
[2.19596276],[0.75126733]
[2.21697676],[0.66758357]
[2.23799075],[0.72996862]
[2.28001875],[0.6844891]
[2.30103275],[0.72431248]
[2.32204674],[0.72249156]
[2.34306074],[0.68673078]
[2.36407474],[0.81375273]
[2.38508874],[0.73798419]
[2.40610273],[0.71936477]
[2.42711673],[0.76636544]
[2.44813073],[0.77820952]
[2.46914473],[0.72370022]
[2.49015873],[0.72092387]
[2.51117272],[0.81095928]
[2.55320072],[0.79336148]
[2.57421472],[0.80407715]
[2.61624271],[0.82322951]
[2.63725671],[0.84894393]
[2.6792847],[0.82472546]
[2.7002987],[0.81085776]
[2.7213127],[0.84860768]
[2.7423267],[0.82841557]
[2.7633407],[0.82302017]
[2.78435469],[0.88288934]
[2.80536869],[0.84028525]
[2.82638269],[0.8261839]
[2.84739669],[0.82477383]
[2.86841068],[0.84294754]
[2.91043868],[0.88768115]
[2.93145268],[0.85459484]
[2.95246667],[0.83710829]
[2.97348067],[0.93087333]
[2.99449467],[0.9437789]
[3.01550867],[0.93256477]
[3.05753666],[0.98294424]
[3.07855066],[0.95593493]
[3.09956466],[0.98339003]
