x,y
[-1.39743085],[0.42722335]
[-1.37641685],[0.4201278]
[-1.35540285],[0.42639146]
[-1.33438885],[0.3957521]
[-1.31337486],[0.47461885]
[-1.29236086],[0.42520022]
[-1.27134686],[0.40119782]
[-1.25033286],[0.45378667]
[-1.22931886],[0.46524671]
[-1.20830487],[0.49019828]
[-1.18729087],[0.38668309]
[-1.14526287],[0.34619852]
[-1.12424888],[0.40197789]
[-1.10323488],[0.36232966]
[-1.06120688],[0.35433047]
[-1.01917889],[0.33430081]
[-0.99816489],[0.35177186]
[-0.97715089],[0.35498114]
[-0.95613689],[0.32367511]
[-0.9351229],[0.34665028]
[-0.9141089],[0.29358463]
[-0.8930949],[0.34333572]
[-0.8720809],[0.34455758]
[-0.85106691],[0.26776155]
[-0.80903891],[0.30417516]
[-0.78802491],[0.30891402]
[-0.76701092],[0.24511401]
[-0.74599692],[0.29924974]
[-0.72498292],[0.30711262]
[-0.70396892],[0.2611356]
[-0.68295492],[0.22821212]
[-0.66194093],[0.23243958]
[-0.64092693],[0.21477953]
[-0.61991293],[0.21088883]
[-0.59889893],[0.25413076]
[-0.53585694],[0.17740101]
[-0.51484294],[0.21514153]
[-0.49382895],[0.16542745]
[-0.47281495],[0.20024023]
[-0.43078695],[0.19756137]
[-0.40977295],[0.19432264]
[-0.38875896],[0.18389617]
[-0.36774496],[0.12759924]
[-0.34673096],[0.1780918]
[-0.32571696],[0.15589376]
[-0.28368897],[0.0928512]
[-0.26267497],[0.0981672]
[-0.22064698],[0.12301541]
[-0.19963298],[0.18299812]
[-0.17861898],[0.08301952]
[-0.15760498],[0.04199865]
[-0.13659098],[0.11499922]
[-0.11557699],[0.]
[-0.09456299],[0.04132861]
[-0.07354899],[0.09806558]
[-0.05253499],[0.00552651]
[-0.031521],[0.04636218]
[-0.010507],[0.0488516]
[0.031521],[0.10916599]
[0.05253499],[0.08009198]
[0.09456299],[0.09290082]
[0.11557699],[0.06434579]
[0.15760498],[0.03882378]
[0.17861898],[0.16416235]
[0.19963298],[0.07561486]
[0.22064698],[0.0685628]
[0.24166097],[0.1205835]
[0.28368897],[0.08926921]
[0.30470297],[0.10666543]
[0.32571696],[0.15015779]
[0.34673096],[0.10543494]
[0.36774496],[0.14593355]
[0.38875896],[0.16762921]
[0.40977295],[0.15938434]
[0.43078695],[0.18418746]
[0.47281495],[0.17722645]
[0.49382895],[0.14544838]
[0.51484294],[0.20625442]
[0.53585694],[0.17599472]
[0.55687094],[0.21944126]
[0.57788494],[0.20095498]
[0.59889893],[0.20092121]
[0.61991293],[0.25398001]
[0.64092693],[0.19913451]
[0.66194093],[0.27200559]
[0.68295492],[0.33722025]
[0.70396892],[0.26892464]
[0.72498292],[0.25843354]
[0.74599692],[0.31338974]
[0.76701092],[0.24701243]
[0.78802491],[0.28813721]
[0.80903891],[0.33564419]
[0.83005291],[0.33712786]
[0.85106691],[0.27983555]
[0.8720809],[0.30863506]
[0.8930949],[0.33800762]
[0.9141089],[0.30065052]
[0.9351229],[0.36063452]
[0.95613689],[0.38999072]
[0.97715089],[0.31255591]
[0.99816489],[0.39333498]
[1.01917889],[0.34981768]
[1.08222088],[0.35346793]
[1.12424888],[0.33421724]
[1.16627687],[0.40078761]
[1.18729087],[0.3532052]
[1.22931886],[0.40873109]
[1.27134686],[0.43230899]
[1.29236086],[0.43446087]
[1.33438885],[0.39436826]
[1.35540285],[0.48915509]
[1.37641685],[0.44116396]
[1.41844484],[0.47545937]
[1.43945884],[0.49779816]
[1.48148684],[0.45431101]
[1.50250083],[0.51525623]
[1.52351483],[0.52636179]
[1.54452883],[0.56973067]
[1.56554283],[0.50146006]
[1.58655683],[0.48497187]
[1.60757082],[0.53812768]
[1.64959882],[0.51114066]
[1.67061282],[0.54752934]
[1.69162681],[0.5281102]
[1.71264081],[0.59095291]
[1.73365481],[0.5727851]
[1.75466881],[0.54693976]
[1.7756828],[0.56570782]
[1.7966968],[0.61554424]
[1.8387248],[0.54775516]
[1.85973879],[0.58082207]
[1.88075279],[0.56648771]
[1.92278079],[0.63052873]
[1.96480878],[0.65939957]
[1.98582278],[0.68705648]
[2.00683678],[0.65778521]
[2.02785078],[0.64509139]
[2.04886477],[0.71013647]
[2.06987877],[0.64448665]
[2.09089277],[0.70601228]
[2.11190677],[0.6478488]
[2.13292076],[0.64718552]
[2.15393476],[0.71373166]
[2.17494876],[0.70842814]
[2.19596276],[0.71419467]
[2.23799075],[0.71592077]
[2.25900475],[0.72574367]
[2.32204674],[0.76557707]
[2.36407474],[0.78170804]
[2.42711673],[0.74717417]
[2.44813073],[0.76571384]
[2.51117272],[0.75392286]
[2.53218672],[0.84216756]
[2.55320072],[0.80373858]
[2.59522871],[0.7694008]
[2.61624271],[0.80214892]
[2.65827071],[0.88514984]
[2.6792847],[0.83993384]
[2.7002987],[0.84483275]
[2.7423267],[0.83626106]
[2.7633407],[0.89294357]
[2.78435469],[0.86008296]
[2.80536869],[0.86230318]
[2.82638269],[0.90020297]
[2.86841068],[0.92827409]
[2.88942468],[0.9632522]
[2.91043868],[0.89956274]
[2.93145268],[0.90659063]
[2.99449467],[0.96170691]
[3.01550867],[0.92166677]
[3.03652267],[0.94740906]
[3.05753666],[0.93862966]
[3.09956466],[0.97613657]
[3.12057866],[0.98339287]
[3.14159265],[0.9682701]
