x,y
[-0.55687094],[0.22467365]
[-0.53585694],[0.19279198]
[-0.49382895],[0.17423513]
[-0.45180095],[0.18193071]
[-0.43078695],[0.20375967]
[-0.40977295],[0.20368474]
[-0.38875896],[0.13433114]
[-0.36774496],[0.14115728]
[-0.34673096],[0.1061951]
[-0.32571696],[0.13187092]
[-0.30470297],[0.1000229]
[-0.24166097],[0.07309488]
[-0.19963298],[0.12002537]
[-0.11557699],[0.10082786]
[-0.09456299],[0.04711504]
[-0.07354899],[0.0615257]
[-0.05253499],[0.02825467]
[-0.031521],[0.06141681]
[-0.010507],[0.]
[0.010507],[0.06091456]
[0.031521],[0.06830495]
[0.05253499],[0.11762]
[0.07354899],[0.05917754]
[0.09456299],[0.07995684]
[0.13659098],[0.07675252]
[0.15760498],[0.09180517]
[0.22064698],[0.11484578]
[0.24166097],[0.18824199]
[0.26267497],[0.12137697]
[0.28368897],[0.10468145]
[0.30470297],[0.19002968]
[0.32571696],[0.1343213]
[0.34673096],[0.15812989]
[0.40977295],[0.1931036]
[0.45180095],[0.14694639]
[0.49382895],[0.18722952]
[0.51484294],[0.13097793]
[0.53585694],[0.21314358]
[0.61991293],[0.20908782]
[0.64092693],[0.22646938]
[0.66194093],[0.2449264]
[0.68295492],[0.26538449]
[0.70396892],[0.29912948]
[0.74599692],[0.26072766]
[0.76701092],[0.30200307]
[0.78802491],[0.2937177]
[0.80903891],[0.24982738]
[0.83005291],[0.26218239]
[0.85106691],[0.32560737]
[0.8720809],[0.37932658]
[0.8930949],[0.30320684]
[0.9141089],[0.3223597]
[0.9351229],[0.33969453]
[0.97715089],[0.34283682]
[0.99816489],[0.34813371]
[1.04019289],[0.34285844]
[1.06120688],[0.35402505]
[1.08222088],[0.39576361]
[1.10323488],[0.36942568]
[1.12424888],[0.37863596]
[1.14526287],[0.42764041]
[1.16627687],[0.30699131]
[1.18729087],[0.3902187]
[1.20830487],[0.4106964]
[1.25033286],[0.40792252]
[1.29236086],[0.42787113]
[1.31337486],[0.41862461]
[1.35540285],[0.46264036]
[1.37641685],[0.48805089]
[1.39743085],[0.48562271]
[1.41844484],[0.46859869]
[1.43945884],[0.50710334]
[1.46047284],[0.42417034]
[1.48148684],[0.467335]
[1.50250083],[0.52533786]
[1.56554283],[0.50376104]
[1.58655683],[0.5521074]
[1.60757082],[0.54161292]
[1.62858482],[0.53058362]
[1.64959882],[0.57173303]
[1.67061282],[0.56734792]
[1.69162681],[0.54477361]
[1.71264081],[0.53619413]
[1.73365481],[0.51849481]
[1.75466881],[0.56079427]
[1.7756828],[0.53646026]
[1.7966968],[0.59923235]
[1.8177108],[0.55026522]
[1.8387248],[0.60841106]
[1.85973879],[0.59087631]
[1.88075279],[0.58091799]
[1.90176679],[0.61350407]
[1.92278079],[0.60266694]
[1.94379479],[0.70228833]
[1.96480878],[0.61235148]
[2.00683678],[0.72674225]
[2.06987877],[0.68468821]
[2.09089277],[0.59860051]
[2.11190677],[0.67669297]
[2.13292076],[0.65299829]
[2.15393476],[0.70974682]
[2.21697676],[0.71676259]
[2.23799075],[0.76096371]
[2.25900475],[0.66815145]
[2.28001875],[0.75492041]
[2.30103275],[0.70877727]
[2.34306074],[0.73263215]
[2.36407474],[0.72422876]
[2.38508874],[0.76082264]
[2.40610273],[0.71090817]
[2.42711673],[0.79909702]
[2.44813073],[0.79664963]
[2.46914473],[0.80035055]
[2.49015873],[0.75402867]
[2.53218672],[0.82911041]
[2.57421472],[0.82557729]
[2.59522871],[0.80750255]
[2.61624271],[0.84363711]
[2.63725671],[0.82527244]
[2.65827071],[0.82229956]
[2.7002987],[0.85304953]
[2.7213127],[0.90153559]
[2.7633407],[0.81763639]
[2.78435469],[0.8957141]
[2.84739669],[0.90634229]
[2.86841068],[0.89589807]
[2.88942468],[0.90010737]
[2.91043868],[0.90847743]
[2.93145268],[0.87418198]
[2.95246667],[0.90728525]
[2.97348067],[0.9398643]
[2.99449467],[0.93915003]
[3.03652267],[0.924651]
[3.05753666],[0.93168394]
[3.07855066],[0.90244277]
[3.09956466],[0.93408287]
[3.12057866],[0.97578414]
[3.14159265],[0.97043943]
