x,y
[-0.15760498],[0.04823298]
[-0.13659098],[0.0565635]
[-0.11557699],[0.0381715]
[-0.09456299],[0.04397392]
[-0.07354899],[0.05245786]
[-0.05253499],[0.04662535]
[-0.031521],[0.04648698]
[-0.010507],[0.05842059]
[0.031521],[0.04122345]
[0.05253499],[0.05090223]
[0.09456299],[0.05555769]
[0.11557699],[0.05769678]
[0.15760498],[0.05747084]
[0.17861898],[0.05491416]
[0.19963298],[0.05585857]
[0.22064698],[0.05755753]
[0.24166097],[0.06582418]
[0.28368897],[0.05742693]
[0.30470297],[0.06699678]
[0.32571696],[0.07031477]
[0.34673096],[0.06467415]
[0.36774496],[0.06747525]
[0.38875896],[0.07187064]
[0.40977295],[0.07317809]
[0.43078695],[0.07197918]
[0.47281495],[0.06979727]
[0.49382895],[0.07541692]
[0.51484294],[0.07861719]
[0.53585694],[0.07722597]
[0.55687094],[0.08573292]
[0.57788494],[0.08103366]
[0.59889893],[0.09194072]
[0.61991293],[0.08581877]
[0.64092693],[0.09199079]
[0.66194093],[0.09464764]
[0.68295492],[0.09324205]
[0.70396892],[0.09551178]
[0.72498292],[0.10124147]
[0.74599692],[0.10050305]
[0.76701092],[0.09843894]
[0.78802491],[0.09400693]
[0.80903891],[0.10199579]
[0.83005291],[0.10197692]
[0.85106691],[0.1061749]
[0.8720809],[0.10671322]
[0.8930949],[0.11094679]
[0.9141089],[0.12485535]
[0.9351229],[0.10972252]
[0.95613689],[0.12829443]
[0.97715089],[0.11227463]
[0.99816489],[0.11822006]
[1.01917889],[0.12540096]
[1.08222088],[0.14518404]
[1.12424888],[0.14359082]
[1.16627687],[0.14721091]
[1.18729087],[0.14925319]
[1.22931886],[0.15424004]
[1.27134686],[0.15363507]
[1.29236086],[0.16070702]
[1.33438885],[0.16777768]
[1.35540285],[0.17831392]
[1.37641685],[0.17994032]
[1.41844484],[0.18277521]
[1.43945884],[0.18389451]
[1.48148684],[0.19604147]
[1.50250083],[0.19581256]
[1.52351483],[0.20739713]
[1.54452883],[0.21190763]
[1.56554283],[0.21040121]
[1.58655683],[0.21531331]
[1.60757082],[0.22785144]
[1.64959882],[0.22440849]
[1.67061282],[0.23532409]
[1.69162681],[0.24276987]
[1.71264081],[0.24535789]
[1.73365481],[0.24586543]
[1.75466881],[0.25038235]
[1.7756828],[0.2585302]
[1.7966968],[0.26267016]
[1.8387248],[0.26956948]
[1.85973879],[0.27806497]
[1.88075279],[0.29045973]
[1.92278079],[0.29403751]
[1.96480878],[0.30453373]
[1.98582278],[0.32453206]
[2.00683678],[0.31881302]
[2.02785078],[0.33324902]
[2.04886477],[0.33942456]
[2.06987877],[0.34735827]
[2.09089277],[0.35051942]
[2.11190677],[0.35510615]
[2.13292076],[0.36831905]
[2.15393476],[0.38435099]
[2.17494876],[0.3884885]
[2.19596276],[0.39740272]
[2.23799075],[0.41392104]
[2.25900475],[0.4206825]
[2.32204674],[0.43634297]
[2.36407474],[0.46060163]
[2.42711673],[0.4922254]
[2.44813073],[0.50585633]
[2.51117272],[0.5334568]
[2.53218672],[0.54348988]
[2.55320072],[0.54979058]
[2.59522871],[0.57771282]
[2.61624271],[0.58973145]
[2.65827071],[0.61807488]
[2.6792847],[0.63300624]
[2.7002987],[0.63919562]
[2.7423267],[0.66776869]
[2.7633407],[0.67811789]
[2.78435469],[0.70355441]
[2.80536869],[0.71318433]
[2.82638269],[0.73134665]
[2.86841068],[0.75670985]
[2.88942468],[0.78088664]
[2.91043868],[0.79506773]
[2.93145268],[0.80491593]
[2.99449467],[0.8665974]
[3.01550867],[0.88353756]
[3.03652267],[0.90134446]
[3.05753666],[0.91437727]
[3.09956466],[0.96055384]
[3.12057866],[0.97698787]
[3.14159265],[1.]
